order_item_id,order_id,product_id,quantity,unit_price
291,17784,56,2,131.23
292,12186,46,1,34.52
293,7201,23,1,31.79
294,5848,48,1,47.61
295,17921,39,2,24.44
296,11529,43,3,77.04
297,14523,98,1,21.36
298,12376,42,1,10.7
299,7083,84,1,72.12
300,6695,93,2,102.0
301,17206,32,1,29.21
302,9589,20,3,22.0
303,12438,62,1,11.92
304,11744,8,1,37.73
305,12233,88,2,34.98
306,14223,7,4,11.3
307,12758,62,2,12.27
308,4441,63,1,30.39
309,9827,26,3,48.4
310,18030,18,1,14.97
311,8805,57,1,22.84
312,17777,41,4,32.14
313,7291,55,2,
314,1744,76,1,39.95
315,8594,50,2,9.26
316,12397,24,2,71.95
317,3890,8,1,37.79
318,18431,9,2,32.44
319,6069,9,1,31.8
320,18511,19,1,32.02
321,17151,54,5,204.81
322,2692,62,4,11.96
323,4274,16,1,30.03
324,14392,98,2,22.39
325,11589,65,1,69.66
326,14391,47,1,21.54
327,7920,84,2,64.35
328,2618,50,2,9.03
329,15140,28,1,28.65
330,13069,28,2,27.06
331,2908,85,2,67.85
332,10297,75,1,46.75
333,11034,88,1,33.81
334,5431,12,1,28.03
335,17943,26,1,51.88
336,1893,60,1,39.65
337,18586,9,1,30.43
338,14964,68,1,41.35
339,9803,4,2,26.58
340,10829,48,1,49.68
341,9203,79,5,17.34
342,16221,46,1,37.21
343,7828,36,1,46.95
344,19040,74,2,14.89
345,13271,92,1,42.17
346,5372,74,1,15.89
347,11337,42,1,9.97
348,12256,16,1,28.35
349,18052,14,1,24.22
350,6450,47,1,24.23
351,17194,4,3,30.46
352,1520,36,2,47.02
353,19082,39,3,25.13
354,3056,64,1,14.58
355,7371,60,3,46.5
356,8002,42,3,9.99
357,220,42,1,10.93
358,4798,8,2,40.36
359,5672,87,3,127.62
360,994,41,2,35.75
361,15911,80,2,26.8
362,524,27,1,16.12
363,15335,45,4,36.35
364,7422,24,3,75.13
365,19540,22,2,24.18
366,4260,91,1,15.18
367,1702,24,3,77.34
368,19375,11,3,64.57
369,2995,80,1,25.65
370,14509,53,2,51.65
371,7316,28,1,28.02
372,11950,11,1,73.07
373,11704,52,1,25.49
374,1921,84,1,70.1
375,10300,33,1,59.19
376,7348,7,4,9.83
377,10260,10,3,53.14
378,14446,45,2,41.08
379,7372,85,1,74.46
380,12556,48,1,51.47
381,19522,3,1,57.4
382,13178,5,1,22.05
383,12976,1,1,33.15
384,9485,36,1,47.76
385,2878,12,2,30.57
386,2578,31,1,26.33
387,4243,41,1,37.26
388,13467,90,2,28.78
389,6645,98,1,20.52
390,12929,39,4,26.31
391,7611,80,2,24.59
392,8767,88,2,36.9
393,18070,100,2,84.57
394,14484,5,1,20.9
395,13134,65,3,70.42
396,11918,21,2,27.46
397,11088,74,4,15.21
398,1171,8,4,35.85
399,14119,20,2,23.15
400,15965,35,1,22.15
401,11558,94,2,38.6
402,9673,50,1,8.86
403,17798,82,2,18.3
404,689,45,1,43.99
405,1124,45,2,37.28
406,10772,47,3,25.74
407,3433,28,2,29.99
408,9881,27,1,19.24
409,10863,94,3,35.56
410,13416,54,1,176.99
411,5531,37,3,95.91
412,5114,35,1,21.72
413,16047,19,3,36.28
414,4167,63,2,31.81
415,1677,53,3,56.67
416,752,41,2,34.02
417,10840,62,3,11.83
418,8560,4,2,25.74
419,17122,67,1,20.35
420,5159,74,1,16.86
421,84,75,1,48.34
422,5325,45,3,41.53
423,4665,28,5,30.08
424,16183,68,1,48.94
425,17205,50,4,8.37
426,12254,39,1,24.86
427,7852,3,1,58.3
428,14270,34,1,44.46
429,13389,85,1,72.13
430,16361,25,4,114.73
431,8048,45,1,41.34
432,4410,67,4,19.64
433,4983,81,1,33.69
434,12174,81,1,34.54
435,15524,87,2,128.07
436,7097,17,1,93.9
437,9784,85,1,73.33
438,17577,79,3,15.92
439,19845,18,2,15.87
440,10752,54,2,210.7
441,8336,23,2,37.51
442,12049,17,1,85.17
443,5279,77,1,12.76
444,4296,50,2,8.68
445,2956,59,2,29.51
446,10120,15,1,32.2
447,1293,43,1,79.61
448,14199,53,3,56.31
449,2199,57,1,22.95
450,7429,19,1,31.56
451,968,76,2,44.26
452,4735,25,1,124.03
453,3051,74,2,15.96
454,8176,55,3,
455,15146,61,2,21.03
456,16992,55,1,
457,6761,77,2,14.4
458,600,66,1,51.73
459,6270,49,1,32.3
460,12726,18,2,13.71
461,5543,98,2,18.6
462,3388,52,1,27.49
463,2429,34,1,44.2
464,46,21,3,24.6
465,3502,43,3,76.6
466,918,73,1,54.16
467,10705,19,3,35.11
468,11916,10,1,57.34
469,15112,34,3,42.14
470,10593,78,1,20.63
471,268,52,2,28.23
472,3665,64,1,14.28
473,14558,8,1,41.14
474,16619,33,2,55.26
475,8269,98,2,22.06
476,3516,16,1,29.07
477,3477,64,1,14.52
478,11389,77,2,12.59
479,18185,27,1,18.39
480,14847,39,1,27.34
481,15303,33,1,51.73
482,13810,97,1,26.49
483,14845,4,5,25.98
484,15355,89,2,31.42
485,13089,75,4,48.28
486,2455,11,1,68.38
487,8769,22,2,27.29
488,3895,78,2,19.92
489,18855,39,4,24.73
490,11898,2,5,26.42
491,10643,98,2,19.27
492,5124,11,1,73.95
493,6151,56,2,142.19
494,5533,69,1,20.94
495,5607,51,1,31.25
496,12893,91,2,14.38
497,2824,82,2,19.44
498,8649,96,1,12.76
499,16351,67,5,21.94
500,6719,56,1,124.55
501,5450,87,1,119.82
502,14575,72,2,28.47
503,17227,46,1,37.59
504,17240,74,1,15.08
505,5896,71,1,34.32
506,10648,28,1,30.12
507,1154,38,1,12.62
508,15135,24,2,84.13
509,4396,88,1,34.53
510,7075,88,5,40.37
511,11834,93,1,99.59
512,13056,24,2,80.18
513,11383,39,3,25.56
514,10320,3,1,55.56
515,6166,100,1,72.76
516,209,26,1,52.6
517,3571,15,1,32.56
518,16570,68,3,45.92
519,7951,76,1,39.28
520,1684,69,1,24.65
521,17695,18,5,13.27
522,7410,68,1,48.82
523,8374,3,1,58.09
524,4854,17,3,98.17
525,12542,89,1,36.86
526,15342,87,2,115.14
527,13265,73,1,60.54
528,12254,54,1,186.92
529,14190,4,3,26.65
530,10819,86,3,6.02
531,11527,56,1,123.69
532,11124,29,2,37.79
533,295,50,4,8.47
534,18147,63,4,32.97
535,18724,12,3,27.09
536,19507,46,3,34.41
537,13604,94,4,34.99
538,11996,82,3,18.16
539,9210,16,2,26.76
540,8692,30,3,24.12
541,13600,45,1,40.7
542,2796,43,1,80.9
543,13518,21,1,29.38
544,6564,86,1,5.45
545,13987,25,1,109.19
546,1382,94,2,35.69
547,5423,70,1,33.39
548,6460,45,1,37.65
549,8582,57,1,19.62
550,10124,29,1,37.46
551,17319,7,2,10.76
552,13502,29,1,35.57
553,13489,99,1,55.62
554,15372,59,2,27.27
555,19016,9,1,29.58
556,18258,81,1,36.4
557,14707,50,3,9.3
558,1682,21,3,24.64
559,7366,21,1,28.26
560,2821,46,3,36.22
561,17495,17,3,93.97
562,10329,19,1,34.99
563,12039,89,2,37.23
564,6009,97,1,28.72
565,5604,29,2,38.93
566,15916,89,2,35.96
567,13995,53,1,51.08
568,13458,48,1,47.22
569,1848,94,2,34.3
570,12390,7,2,10.23
571,3874,34,1,46.16
572,2772,29,2,37.31
573,13719,41,2,36.27
574,7898,9,1,28.4
575,1707,49,2,34.99
576,17345,97,2,28.23
577,11559,50,2,8.53
578,14368,5,1,24.07
579,11100,37,2,92.03
580,4028,94,2,33.33
581,14348,79,1,15.44
582,13729,99,1,51.39
583,17021,96,1,12.89
584,11277,33,1,59.85
585,2109,15,3,27.68
586,4415,22,1,28.11
587,18361,65,2,62.39
588,3780,52,1,29.3
589,12473,49,1,32.13
590,1854,34,1,50.79
591,17680,37,2,101.99
592,10279,74,3,16.42
593,5714,68,2,47.05
594,18455,17,3,97.51
595,14260,52,1,26.76
596,9594,67,2,19.57
597,18808,60,2,46.94
598,19568,57,2,21.31
599,7481,50,2,7.69
600,7115,55,1,
601,7685,1,1,35.97
602,2958,84,4,61.27
603,14544,80,2,27.74
604,11312,53,2,48.52
605,17587,84,1,63.62
606,37,69,2,21.21
607,6536,46,1,39.96
608,18569,57,2,22.11
609,6540,54,2,198.28
610,16335,11,2,71.37
611,13849,24,1,83.86
612,19221,74,2,17.49
613,9390,80,1,27.02
614,7394,78,1,20.23
615,16502,9,3,32.02
616,2201,95,3,14.63
617,15784,88,3,39.36
618,13472,10,1,62.61
619,7230,23,1,38.0
620,6242,62,2,12.08
621,19475,67,3,20.91
622,10900,2,1,22.51
623,3024,26,2,47.41
624,6025,53,2,54.94
625,16726,69,1,24.19
626,6434,55,2,
627,7151,40,3,21.55
628,8937,85,2,70.51
629,17701,54,2,204.21
630,11973,44,1,33.03
631,16064,74,1,14.95
632,7219,71,1,31.14
633,16329,15,1,31.06
634,17343,76,1,38.87
635,9855,89,1,35.68
636,5725,18,1,15.72
637,10718,71,5,33.48
638,14429,67,1,21.83
639,2228,18,1,14.32
640,10769,29,1,42.57
641,547,39,2,26.01
642,11277,54,3,175.59
643,8100,57,1,19.95
644,11268,13,2,60.15
645,15165,77,1,13.21
646,11457,69,2,23.74
647,6630,23,3,36.29
648,19499,6,1,9.52
649,13083,25,2,107.74
650,18140,78,4,17.82
651,11714,92,1,42.07
652,16151,83,3,67.41
653,1366,14,2,21.43
654,17746,15,1,27.2
655,18486,64,3,14.37
656,17731,21,2,27.22
657,2658,15,2,32.58
658,9709,90,3,29.72
659,19354,81,1,31.64
660,4078,18,3,14.1
661,8636,53,1,56.1
662,14278,100,1,74.56
663,3081,59,1,26.04
664,11399,93,2,88.45
665,14879,29,1,35.61
666,9412,83,1,58.58
667,19782,98,1,22.37
668,2765,54,1,202.65
669,17737,62,4,12.2
670,3635,95,1,16.63
671,5778,74,1,17.19
672,7639,53,1,47.84
673,10430,80,1,25.19
674,11402,57,1,22.06
675,7208,36,1,51.57
676,18248,6,4,11.2
677,4879,92,1,45.86
678,18835,57,1,21.47
679,14148,50,1,8.06
680,1891,68,1,42.03
681,165,98,1,20.77
682,3276,85,3,76.9
683,18256,1,3,35.81
684,16725,100,1,84.19
685,3709,16,1,28.35
686,9556,96,1,12.19
687,18236,5,5,21.79
688,4218,16,4,29.62
689,6322,96,2,12.45
690,9516,6,1,10.9
691,15112,29,3,35.64
692,6689,67,2,21.3
693,15323,42,1,10.91
694,12318,20,1,22.75
695,18012,53,3,52.79
696,18920,5,4,22.98
697,18130,41,3,35.27
698,2170,78,1,19.47
699,17268,75,3,43.2
700,13480,54,1,178.85
701,16357,3,2,55.26
702,4779,25,4,108.07
703,15415,99,1,55.06
704,2536,17,1,90.36
705,13399,35,3,20.67
706,631,76,1,41.6
707,8185,25,1,109.8
708,5011,66,1,51.84
709,12342,28,1,27.13
710,13335,52,4,24.97
711,19262,85,2,80.65
712,425,68,1,41.16
713,5968,68,2,40.16
714,2303,19,2,37.12
715,3084,12,3,29.9
716,9627,27,1,16.32
717,16398,16,3,28.26
718,19472,77,1,14.44
719,3061,34,1,49.37
720,1117,77,3,14.51
721,1420,77,1,14.27
722,2485,93,3,88.22
723,12559,19,1,35.48
724,7944,10,1,64.38
725,15712,18,1,13.51
726,3960,56,1,121.14
727,1625,8,1,38.66
728,2787,53,1,56.88
729,14412,48,3,52.79
730,15036,98,3,20.16
731,1158,72,2,25.86
732,4799,78,1,21.21
733,9211,36,1,48.25
734,18554,91,1,13.31
735,521,57,1,20.92
736,19764,86,4,5.5
737,2521,47,2,23.25
738,3894,68,1,41.14
739,16084,26,2,51.32
740,18406,14,2,23.19
741,5199,8,2,40.31
742,3894,47,5,21.31
743,18560,92,5,37.92
744,9892,33,3,57.42
745,5530,86,2,5.5
746,9061,78,2,18.13
747,3057,9,1,32.91
748,18089,24,5,85.46
749,6667,32,3,31.6
750,8981,75,2,45.86
751,11142,38,2,11.52
752,4910,79,1,15.11
753,1439,48,1,53.85
754,14264,6,1,10.17
755,4915,18,1,15.64
756,18029,63,2,30.64
757,8840,62,3,10.59
758,7648,72,1,29.17
759,4314,98,2,22.27
760,14309,38,1,11.59
761,2933,25,1,122.25
762,10799,11,1,74.31
763,17571,29,4,42.56
764,778,27,2,16.31
765,10468,5,3,20.33
766,6487,63,1,30.84
767,17207,9,1,34.09
768,2173,100,1,85.48
769,2352,23,1,33.86
770,4883,13,2,65.79
771,17468,100,2,87.34
772,2515,40,1,23.79
773,12074,85,1,69.61
774,18922,44,1,37.28
775,18998,9,1,29.22
776,10932,62,2,12.2
777,8613,59,1,29.38
778,2926,2,1,22.26
779,5074,89,4,35.06
780,15496,65,2,72.24
781,10399,72,2,24.99
782,16419,96,1,12.66
783,13310,32,1,29.1
784,8631,21,2,28.42
785,11993,55,1,
786,7321,22,1,27.86
787,2920,66,1,47.36
788,12655,58,2,22.55
789,12654,43,1,80.99
790,15875,10,4,54.45
791,7951,65,4,69.74
792,5141,45,2,40.62
793,14906,43,4,74.04
794,13991,44,1,32.81
795,4878,55,1,
796,19748,10,1,62.29
797,19502,8,1,34.61
798,13407,4,1,27.9
799,16231,34,1,50.99
800,495,56,3,137.85
801,8762,26,1,46.92
802,13744,29,2,42.23
803,5651,59,4,25.9
804,17640,72,1,26.37
805,7568,54,1,202.65
806,19680,19,2,33.77
807,10675,8,1,37.92
808,784,12,2,29.44
809,11010,82,5,16.93
810,8809,13,4,64.67
811,10919,66,2,50.52
812,18654,19,1,33.44
813,2056,87,1,107.81
814,13405,14,3,22.92
815,4611,96,2,13.49
816,4556,24,3,77.81
817,9661,73,3,57.59
818,19240,74,4,16.17
819,9971,34,1,47.83
820,19206,76,1,36.34
821,2663,14,2,21.74
822,13361,85,1,76.97
823,3758,87,1,120.1
824,3656,1,1,32.89
825,10344,17,2,87.57
826,18555,97,2,27.51
827,4056,79,1,16.64
828,3744,67,1,19.09
829,19622,24,1,72.72
830,9091,17,2,98.96
831,2480,38,1,11.54
832,8931,11,4,63.98
833,10938,26,2,52.52
834,5359,13,1,58.78
835,9770,43,1,73.78
836,10409,76,2,43.88
837,4346,57,2,19.84
838,7567,16,2,30.46
839,15770,79,1,16.15
840,2812,53,1,47.72
841,4553,19,4,32.5
842,13411,19,1,34.64
843,5202,37,1,95.89
844,19346,71,1,31.69
845,455,13,1,59.2
846,15638,5,3,23.77
847,216,81,1,36.85
848,2083,96,3,12.17
849,2971,54,2,199.77
850,17794,75,1,44.37
851,715,35,1,22.15
852,15610,64,2,14.7
853,14973,7,1,10.29
854,14959,22,4,24.28
855,3463,5,3,22.31
856,7781,8,3,36.67
857,339,78,1,18.15
858,10954,29,1,41.63
859,5359,93,1,99.34
860,4561,41,1,36.5
861,3402,42,1,11.03
862,15652,94,1,38.89
863,17297,92,1,43.12
864,12970,86,1,5.35
865,11179,24,3,72.77
866,15666,100,3,72.83
867,11030,24,1,72.9
868,13150,99,2,47.11
869,19709,2,1,22.56
870,5701,40,1,24.05
871,5379,73,1,51.88
872,6337,20,1,20.32
873,10737,77,1,14.31
874,5142,69,1,25.29
875,17371,51,1,32.18
876,9249,76,1,42.68
877,14741,20,2,21.5
878,6273,80,3,28.38
879,9348,67,3,20.5
880,15494,19,1,35.84
881,10780,91,2,13.95
882,460,56,4,123.62
883,5997,81,2,35.64
884,2036,23,2,32.87
885,5114,11,3,63.8
886,6615,36,1,52.09
887,10346,52,1,27.47
888,13488,85,3,70.26
889,7354,61,4,22.33
890,7317,59,1,30.52
891,1273,85,1,70.45
892,3048,46,3,40.28
893,9266,31,1,26.78
894,6145,62,2,11.06
895,14880,1,1,32.21
896,14433,34,1,50.03
897,19346,53,1,49.19
898,19552,85,1,70.33
899,10668,79,2,17.18
900,209,26,3,54.62
901,10252,69,2,25.2
902,103,45,2,41.44
903,12480,51,1,33.28
904,7572,37,4,99.85
905,7124,74,1,17.16
906,15791,48,1,56.22
907,16695,85,1,75.41
908,13369,7,3,10.42
909,18739,93,4,86.48
910,11840,10,4,63.66
911,8544,12,1,30.24
912,13187,94,1,35.9
913,4300,67,2,19.75
914,9116,10,3,57.29
915,15561,65,2,63.5
916,4570,21,3,28.95
917,1285,1,1,34.59
918,7369,87,2,113.81
919,11191,90,1,32.55
920,15854,84,3,71.66
921,12642,78,1,19.4
922,3894,16,2,30.56
923,8638,17,2,84.88
924,16452,13,1,66.05
925,9083,21,2,29.68
926,11213,25,2,105.56
927,9064,57,1,21.66
928,9749,30,3,25.31
929,16004,6,3,10.82
930,16480,17,1,85.93
931,6811,86,1,5.91
932,9543,88,1,35.81
933,7197,44,1,34.96
934,12985,69,2,23.48
935,9697,56,1,141.56
936,5714,88,1,36.71
937,19739,80,4,28.46
938,12840,35,2,20.17
939,19446,42,1,9.83
940,2463,51,3,30.94
941,2312,97,1,24.81
942,963,64,1,16.34
943,163,18,2,13.68
944,14182,23,2,31.3
945,331,23,1,33.85
946,9972,45,1,39.75
947,1008,74,1,17.5
948,10356,16,1,27.32
949,10839,94,3,34.88
950,12997,96,1,13.44
951,3486,10,2,62.02
952,9125,77,1,12.84
953,3527,72,1,26.57
954,4725,79,1,17.51
955,7265,18,3,15.31
956,9984,48,1,51.02
957,10242,24,3,72.86
958,18606,22,1,24.64
959,2053,40,3,23.78
960,10983,85,1,77.41
961,9213,87,1,116.14
962,17039,97,1,28.15
963,18818,10,2,60.86
964,8664,95,1,16.28
965,3741,93,2,94.71
966,8797,25,1,107.96
967,17109,64,1,14.64
968,16537,4,4,30.41
969,3262,18,2,14.17
970,16252,85,1,78.21
971,10893,93,1,90.58
972,14526,73,1,57.85
973,16294,78,1,18.39
974,9600,18,4,14.39
975,3257,19,1,33.45
976,1279,9,2,30.15
977,10785,82,1,16.79
978,2360,34,1,50.06
979,17804,10,1,64.69
980,18683,37,1,106.58
981,10205,12,1,29.86
982,6045,32,2,30.21
983,3132,29,2,40.49
984,11416,70,2,29.23
985,12729,1,1,36.18
986,18103,19,1,36.26
987,10755,10,3,53.57
988,18812,1,2,33.47
989,2757,94,1,37.14
990,555,69,3,22.66
991,1147,36,1,49.13
992,1036,81,1,35.36
993,19147,65,2,72.97
994,13455,57,1,19.51
995,4390,12,3,30.9
996,12397,14,2,23.28
997,4368,34,1,42.75
998,17381,81,3,32.86
999,5824,53,1,48.53
1000,13967,73,2,54.89
1001,17632,5,4,20.92
1002,17472,9,4,29.63
1003,11194,30,1,23.44
1004,14587,41,1,33.28
1005,2640,99,1,52.24
1006,17064,18,1,13.16
1007,7481,44,1,36.52
1008,19687,85,2,70.77
1009,15904,3,2,57.19
1010,2634,14,2,22.96
1011,400,11,1,70.99
1012,12165,89,1,36.24
1013,8063,37,1,102.77
1014,14780,10,1,61.04
1015,8276,85,2,75.02
1016,2957,16,3,30.86
1017,7276,38,1,12.34
1018,17394,32,2,29.04
1019,15142,4,1,29.02
1020,16027,1,2,33.67
1021,7530,52,1,26.88
1022,3364,51,2,31.05
1023,2075,74,1,15.77
1024,9526,72,1,27.54
1025,5020,32,1,31.48
1026,9668,55,4,
1027,13127,52,5,27.76
1028,11279,67,1,21.67
1029,10217,48,1,51.14
1030,1309,53,1,53.83
1031,743,31,1,25.3
1032,18324,87,1,118.7
1033,19975,37,2,109.36
1034,10238,72,1,29.09
1035,6761,46,1,34.99
1036,13104,42,4,10.77
1037,11334,64,2,17.28
1038,15257,93,1,90.86
1039,14184,60,1,45.55
1040,16169,48,2,47.89
1041,13671,33,1,52.55
1042,2126,89,1,35.86
1043,18827,48,1,57.33
1044,9939,2,2,24.56
1045,7221,5,1,21.86
1046,2605,14,1,23.31
1047,17507,35,1,23.84
1048,7100,14,1,22.16
1049,9296,19,1,31.51
1050,3574,80,1,27.04
1051,2620,82,1,16.81
1052,11835,2,1,26.92
1053,15528,67,1,21.65
1054,4353,71,1,29.73
1055,1780,12,2,27.99
1056,12517,52,1,29.06
1057,14334,80,3,23.82
1058,1046,18,2,15.27
1059,8003,35,2,22.12
1060,17867,56,2,141.84
1061,8747,32,5,30.92
1062,63,74,1,15.47
1063,13189,33,1,50.89
1064,9580,16,2,30.59
1065,11801,87,1,107.89
1066,5414,30,1,26.06
1067,19125,46,2,38.8
1068,10896,72,2,26.66
1069,1760,65,2,73.08
1070,605,73,2,62.48
1071,13894,97,2,29.47
1072,19401,80,1,27.47
1073,18871,4,2,27.04
